Model Name,ML Task,Is Training,Operation,Input Dims,Input Type
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::norm,"[[1, 100, 768], [], [], []]","['float', 'Scalar', '', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::clamp_min,"[[1, 100, 1], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 100, 768], [1, 100, 768]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[], [1, 100, 768]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mm,"[[100, 768], [768, 404]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bmm,"[[1, 100, 256], [1, 256, 56000]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::upsample_bilinear2d,"[[1, 100, 200, 280], [], [], [], []]","['float', '', 'Scalar', '', '']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::sigmoid,"[[1, 100, 100, 140]]",['float']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::lt,"[[8, 100, 14000], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::eq,"[[8, 100], []]","['long int', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::select,"[[296, 2], [], []]","['long int', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[100, 1, 256], [100, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[14000, 1, 256], [14000, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[8, 100, 32], []]","['float', 'double']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::_softmax,"[[8, 100, 14000], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bmm,"[[8, 100, 14000], [8, 14000, 32]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 100, 14000], []]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[100, 1, 256], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[100, 1, 256], [100, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[100, 1, 256], [], [256], [256], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[100, 1, 256], [100, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[8, 100, 32], []]","['float', 'double']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bmm,"[[8, 100, 32], [8, 32, 100]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::_softmax,"[[8, 100, 100], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bmm,"[[8, 100, 100], [8, 100, 32]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 100, 100], []]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[100, 1, 256], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[100, 1, 256], [100, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[100, 1, 256], [], [256], [256], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::clamp_min,"[[100, 1, 2048], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[100, 1, 2048], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[100, 1, 256], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[100, 1, 256], [100, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[100, 1, 256], [], [256], [256], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mm,"[[100, 256], [256, 768]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::norm,"[[1, 100, 768], [], [], []]","['float', 'Scalar', '', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::clamp_min,"[[1, 100, 1], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 100, 768], [1, 100, 768]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[], [1, 100, 768]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mm,"[[100, 768], [768, 404]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bmm,"[[1, 100, 256], [1, 256, 56000]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::upsample_bilinear2d,"[[1, 100, 200, 280], [], [], [], []]","['float', '', 'Scalar', '', '']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::sigmoid,"[[1, 100, 25, 35]]",['float']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::lt,"[[8, 100, 875], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::eq,"[[8, 100], []]","['long int', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::select,"[[400, 2], [], []]","['long int', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[100, 1, 256], [100, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[875, 1, 256], [875, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[8, 100, 32], []]","['float', 'double']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::_softmax,"[[8, 100, 875], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bmm,"[[8, 100, 875], [8, 875, 32]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 100, 875], []]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[100, 1, 256], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[100, 1, 256], [100, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[100, 1, 256], [], [256], [256], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[100, 1, 256], [100, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[8, 100, 32], []]","['float', 'double']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bmm,"[[8, 100, 32], [8, 32, 100]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::_softmax,"[[8, 100, 100], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bmm,"[[8, 100, 100], [8, 100, 32]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 100, 100], []]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[100, 1, 256], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[100, 1, 256], [100, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[100, 1, 256], [], [256], [256], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::clamp_min,"[[100, 1, 2048], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[100, 1, 2048], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[100, 1, 256], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[100, 1, 256], [100, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[100, 1, 256], [], [256], [256], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mm,"[[100, 256], [256, 768]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::norm,"[[1, 100, 768], [], [], []]","['float', 'Scalar', '', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::clamp_min,"[[1, 100, 1], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 100, 768], [1, 100, 768]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[], [1, 100, 768]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mm,"[[100, 768], [768, 404]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bmm,"[[1, 100, 256], [1, 256, 56000]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::upsample_bilinear2d,"[[1, 100, 200, 280], [], [], [], []]","['float', '', 'Scalar', '', '']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::sigmoid,"[[1, 100, 50, 70]]",['float']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::lt,"[[8, 100, 3500], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::eq,"[[8, 100], []]","['long int', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::select,"[[360, 2], [], []]","['long int', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::select,"[[360, 2], [], []]","['long int', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[100, 1, 256], [100, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[3500, 1, 256], [3500, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[8, 100, 32], []]","['float', 'double']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::_softmax,"[[8, 100, 3500], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bmm,"[[8, 100, 3500], [8, 3500, 32]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 100, 3500], []]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[100, 1, 256], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[100, 1, 256], [100, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[100, 1, 256], [], [256], [256], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[100, 1, 256], [100, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[8, 100, 32], []]","['float', 'double']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bmm,"[[8, 100, 32], [8, 32, 100]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::_softmax,"[[8, 100, 100], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bmm,"[[8, 100, 100], [8, 100, 32]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 100, 100], []]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[100, 1, 256], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[100, 1, 256], [100, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[100, 1, 256], [], [256], [256], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::clamp_min,"[[100, 1, 2048], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[100, 1, 2048], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[100, 1, 256], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[100, 1, 256], [100, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[100, 1, 256], [], [256], [256], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mm,"[[100, 256], [256, 768]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::norm,"[[1, 100, 768], [], [], []]","['float', 'Scalar', '', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::clamp_min,"[[1, 100, 1], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 100, 768], [1, 100, 768]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[], [1, 100, 768]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mm,"[[100, 768], [768, 404]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bmm,"[[1, 100, 256], [1, 256, 56000]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::upsample_bilinear2d,"[[1, 100, 200, 280], [], [], [], []]","['float', '', 'Scalar', '', '']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::sigmoid,"[[1, 100, 100, 140]]",['float']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::lt,"[[8, 100, 14000], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::eq,"[[8, 100], []]","['long int', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[100, 1, 256], [100, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[14000, 1, 256], [14000, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[8, 100, 32], []]","['float', 'double']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::_softmax,"[[8, 100, 14000], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bmm,"[[8, 100, 14000], [8, 14000, 32]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 100, 14000], []]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[100, 1, 256], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[100, 1, 256], [100, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[100, 1, 256], [], [256], [256], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[100, 1, 256], [100, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[8, 100, 32], []]","['float', 'double']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bmm,"[[8, 100, 32], [8, 32, 100]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::_softmax,"[[8, 100, 100], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bmm,"[[8, 100, 100], [8, 100, 32]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 100, 100], []]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[100, 1, 256], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[100, 1, 256], [100, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[100, 1, 256], [], [256], [256], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::clamp_min,"[[100, 1, 2048], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[100, 1, 2048], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[100, 1, 256], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[100, 1, 256], [100, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[100, 1, 256], [], [256], [256], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mm,"[[100, 256], [256, 768]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::norm,"[[1, 100, 768], [], [], []]","['float', 'Scalar', '', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::clamp_min,"[[1, 100, 1], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 100, 768], [1, 100, 768]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[], [1, 100, 768]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mm,"[[100, 768], [768, 404]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bmm,"[[1, 100, 256], [1, 256, 56000]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::upsample_bilinear2d,"[[1, 100, 200, 280], [], [], [], []]","['float', '', 'Scalar', '', '']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::sigmoid,"[[1, 100, 25, 35]]",['float']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::lt,"[[8, 100, 875], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::eq,"[[8, 100], []]","['long int', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::select,"[[368, 2], [], []]","['long int', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[100, 1, 256], [100, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[875, 1, 256], [875, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[8, 100, 32], []]","['float', 'double']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::_softmax,"[[8, 100, 875], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bmm,"[[8, 100, 875], [8, 875, 32]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 100, 875], []]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[100, 1, 256], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[100, 1, 256], [100, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[100, 1, 256], [], [256], [256], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[100, 1, 256], [100, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[8, 100, 32], []]","['float', 'double']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bmm,"[[8, 100, 32], [8, 32, 100]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::_softmax,"[[8, 100, 100], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bmm,"[[8, 100, 100], [8, 100, 32]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 100, 100], []]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[100, 1, 256], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[100, 1, 256], [100, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[100, 1, 256], [], [256], [256], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::clamp_min,"[[100, 1, 2048], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[100, 1, 2048], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[100, 1, 256], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[100, 1, 256], [100, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[100, 1, 256], [], [256], [256], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mm,"[[100, 256], [256, 768]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::norm,"[[1, 100, 768], [], [], []]","['float', 'Scalar', '', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::clamp_min,"[[1, 100, 1], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 100, 768], [1, 100, 768]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[], [1, 100, 768]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mm,"[[100, 768], [768, 404]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bmm,"[[1, 100, 256], [1, 256, 56000]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::upsample_bilinear2d,"[[1, 100, 200, 280], [], [], [], []]","['float', '', 'Scalar', '', '']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::sigmoid,"[[1, 100, 50, 70]]",['float']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::lt,"[[8, 100, 3500], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::eq,"[[8, 100], []]","['long int', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::select,"[[296, 2], [], []]","['long int', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[100, 1, 256], [100, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[3500, 1, 256], [3500, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[8, 100, 32], []]","['float', 'double']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::_softmax,"[[8, 100, 3500], [], []]","['float', 'Scalar', 'Scalar']"
